Latitude,Longitude,Crop,Harvest year,Fertilization CT ,N input,Yield of CT,Sowing month,Harvesting month,P,E,PB,Tave,ST
52.43,16.9,maize,2015,Yes,Yes,16960.0,4,10,269.6,413.333,-143.733,14.78571,Sandy loam
48.73,8.93,wheat.winter,2003,Yes,Yes,7019.0,10,20,781.0,467.102,313.898,8.71818,Clay loam
48.73,8.93,wheat.winter,2003,Yes,Yes,6243.0,10,20,781.0,467.102,313.898,8.71818,Clay loam
48.73,8.93,wheat.winter,2003,No,No,4821.0,10,20,781.0,467.102,313.898,8.71818,Clay loam
45.93,17.02,barley.spring,2014,Yes,Yes,2531.0,4,8,627.6,414.538,213.062,16.68,Loam
45.93,17.02,maize,2008,Yes,Yes,8553.0,4,10,527.7,498.005,29.695,16.12857,Loam
45.93,17.02,maize,2012,Yes,Yes,3884.0,4,10,466.1,518.456,-52.356,17.2,Loam
45.93,17.02,soybean,2009,Yes,Yes,3536.0,5,10,386.9,447.43,-60.53,17.48333,Loam
45.93,17.02,wheat.winter,2010,Yes,Yes,3273.0,10,20,1298.6,524.57,774.03,11.10909,Loam
45.93,17.02,wheat.winter,2013,Yes,Yes,6153.0,10,20,1120.6,539.132,581.468,11.3,Loam
-36.5,-63.82,maize,2002,Yes,Yes,6140.0,10,16,400.4,731.247,-330.847,22.1,Loam
-36.5,-63.82,wheat.winter,2002,Yes,Yes,2600.0,6,12,410.4,437.897,-27.497,13.38571,Loam
34.18,-101.95,cotton,1987,Yes,Yes,1571.0,5,10,387.2,557.346,-170.146,21.33333,Loam
34.18,-101.95,cotton,1987,Yes,Yes,969.0,5,10,387.2,557.346,-170.146,21.33333,Loam
34.18,-101.95,cotton,1987,Yes,Yes,1332.0,5,10,387.2,557.346,-170.146,21.33333,Loam
34.18,-101.95,cotton,1987,Yes,Yes,837.0,5,10,387.2,557.346,-170.146,21.33333,Loam
34.18,-101.95,cotton,1988,Yes,Yes,1113.0,5,10,370.3,556.641,-186.341,21.4,Loam
34.18,-101.95,cotton,1988,Yes,Yes,971.0,5,10,370.3,556.641,-186.341,21.4,Loam
34.18,-101.95,cotton,1988,Yes,Yes,612.0,5,10,370.3000023,556.6412942,-186.341,21.40000025,Loam
34.18,-101.95,cotton,1988,Yes,Yes,439.0,5,10,370.3,556.641,-186.341,21.4,Loam
-34.45,-58.67,soybean,2005,Yes,Yes,2800.0,11,16,672.3,632.229,40.071,23.25,Silt loam
-34.45,-58.67,soybean,2005,Yes,Yes,3500.0,11,16,672.3,632.229,40.071,23.25,Silt loam
-34.45,-58.67,soybean,2006,Yes,Yes,2800.0,11,16,902.0,610.986,291.014,23.53333,Silt loam
-34.45,-58.67,soybean,2006,Yes,Yes,3200.0,11,16,902.0,610.986,291.014,23.53333,Silt loam
-34.45,-58.67,soybean,2007,Yes,Yes,2760.0,11,16,547.2,649.417,-102.217,23.5,Silt loam
-34.45,-58.67,soybean,2007,Yes,Yes,3000.0,11,16,547.2,649.417,-102.217,23.5,Silt loam
-34.45,-58.67,soybean,2005,Yes,Yes,3300.0,11,16,672.3,632.229,40.071,23.25,Silt loam
-34.45,-58.67,soybean,2005,Yes,Yes,2650.0,11,16,672.3,632.229,40.071,23.25,Silt loam
-34.45,-58.67,soybean,2006,Yes,Yes,3000.0,11,16,902.0,610.986,291.014,23.53333,Silt loam
-34.45,-58.67,soybean,2006,Yes,Yes,2560.0,11,16,902.0,610.986,291.014,23.53333,Silt loam
-34.45,-58.67,soybean,2007,Yes,Yes,2920.0,11,16,547.2,649.417,-102.217,23.5,Silt loam
-34.45,-58.67,soybean,2007,Yes,Yes,2500.0,11,16,547.2,649.417,-102.217,23.5,Silt loam
52.28,-108.0,wheat.winter,1981,Yes,Yes,1853.0,9,20,490.3,462.326,27.974,1.65833,Loam
52.28,-108.0,wheat.winter,1981,Yes,Yes,2395.0,9,20,490.3,462.326,27.974,1.65833,Loam
52.28,-108.0,wheat.winter,1987,Yes,Yes,1642.0,9,20,180.3,544.511,-364.211,5.075,Loam
52.28,-108.0,wheat.winter,1987,Yes,Yes,2299.0,9,20,180.3,544.511,-364.211,5.075,Loam
52.28,-108.0,wheat.winter,1988,Yes,Yes,1042.0,9,20,434.6,502.958,-68.358,2.80833,Loam
52.28,-108.0,wheat.winter,1988,Yes,Yes,1595.0,9,20,434.6,502.958,-68.358,2.80833,Loam
52.28,-108.0,wheat.winter,1989,Yes,Yes,1731.0,9,20,437.4,496.753,-59.353,3.64167,Loam
52.28,-108.0,wheat.winter,1990,Yes,Yes,2276.0,9,20,400.7,496.734,-96.034,3.73333,Loam
52.28,-108.0,wheat.winter,1990,Yes,Yes,2408.0,9,20,400.7,496.734,-96.034,3.73333,Loam
-27.78,-50.3,maize,2014,Yes,Yes,6310.0,11,16,994.9,634.678,360.222,22.91667,Clay
-27.78,-50.3,maize,2015,Yes,Yes,6400.0,11,16,1220.1,617.722,602.378,22.71667,Clay
-27.78,-50.3,soybean,2014,Yes,Yes,3230.0,11,16,994.9,634.678,360.222,22.91667,Clay
-27.78,-50.3,soybean,2015,Yes,Yes,3070.0,11,16,1220.1,617.722,602.378,22.71667,Clay
34.58,-81.55,cotton,2002,Yes,Yes,967.0,5,10,632.6,465.156,167.444,23.2,Loam
34.58,-81.55,cotton,2003,Yes,Yes,1770.0,5,10,778.1,452.127,325.973,22.16667,Loam
34.48,-80.22,cotton,2002,Yes,Yes,498.0,5,10,566.5,586.302,-19.802,23.96667,Loam
34.48,-80.22,cotton,2003,Yes,Yes,910.0,5,10,684.9,583.839,101.061,22.93333,Loam
40.52,-98.06,maize,1980,Yes,Yes,7465.295751,5,10,282.7,580.822,-298.122,20.46667,Loam
40.52,-98.06,maize,1981,Yes,Yes,8137.622732,5,10,600.3,536.187,64.113,18.8,Loam
40.52,-98.06,maize,1982,Yes,Yes,6120.641791,5,10,603.1,513.386,89.714,18.78333,Loam
40.52,-98.06,maize,1983,Yes,Yes,9146.649348,5,10,565.7,554.054,11.646,20.3,Loam
40.52,-98.06,maize,1984,Yes,Yes,12846.05618,5,10,413.6,572.305,-158.705,19.5,Loam
40.52,-98.06,maize,1987,Yes,Yes,11164.70258,5,10,492.5,572.699,-80.199,19.75,Loam
40.52,-98.06,maize,1988,Yes,Yes,11231.18467,5,10,376.7,571.233,-194.533,20.46667,Loam
40.52,-98.06,maize,1989,Yes,Yes,10491.30331,5,10,530.0,525.675,4.325,19.0,Loam
40.52,-98.06,maize,1990,Yes,Yes,10222.15806,5,10,546.3,563.897,-17.597,19.8,Loam
40.52,-98.06,maize,1991,Yes,Yes,10155.67596,5,10,359.8,547.163,-187.363,20.51667,Loam
42.7,13.87,wheat.winter,2016,Yes,Yes,5500.0,11,19,622.9,575.759,47.141,15.0,Loam
42.7,13.87,wheat.winter,2017,Yes,Yes,3300.0,11,19,655.1,597.779,57.321,15.16667,Loam
42.7,13.87,wheat.winter,2016,Yes,Yes,5500.0,11,19,622.9,575.759,47.141,15.0,Loam
42.7,13.87,wheat.winter,2017,Yes,Yes,3200.0,11,19,655.1,597.779,57.321,15.16667,Loam
55.94,-3.21,barley.winter,1982,Yes,Yes,5940.0,10,18,739.3,259.214,480.086,6.33333,Sandy loam
55.94,-3.21,barley.winter,1982,Yes,Yes,5730.0,10,18,739.3,259.214,480.086,6.33333,Sandy loam
55.94,-3.21,barley.winter,1982,Yes,Yes,5550.0,10,18,739.3,259.214,480.086,6.33333,Sandy loam
55.94,-3.21,barley.winter,1982,Yes,Yes,5810.0,10,18,739.3,259.214,480.086,6.33333,Sandy loam
55.94,-3.21,barley.winter,1982,Yes,Yes,6670.0,10,18,739.3,259.214,480.086,6.33333,Sandy loam
55.94,-3.21,barley.winter,1982,Yes,Yes,5370.0,10,18,739.3,259.214,480.086,6.33333,Sandy loam
53.02,-106.4,wheat.spring,1993,Yes,Yes,2594.0,5,9,327.9,366.735,-38.835,13.3,Silt loam
53.02,-106.4,wheat.spring,1993,Yes,Yes,2425.0,5,9,327.9,366.735,-38.835,13.3,Silt loam
53.02,-106.4,wheat.spring,1993,Yes,Yes,1528.0,5,9,327.9,366.735,-38.835,13.3,Silt loam
53.02,-106.4,wheat.spring,1993,Yes,Yes,2278.0,5,9,327.9,366.735,-38.835,13.3,Silt loam
53.02,-106.4,wheat.spring,1993,Yes,Yes,1879.0,5,9,327.9,366.735,-38.835,13.3,Silt loam
53.02,-106.4,wheat.spring,1993,Yes,No,992.0,5,9,327.9,366.735,-38.835,13.3,Silt loam
51.65,-1.64,wheat.winter,1982,Yes,Yes,5590.0,10,19,658.8,351.528,307.272,9.31,Loam
51.65,-1.64,wheat.winter,1982,Yes,Yes,6960.0,10,19,658.8,351.528,307.272,9.31,Loam
41.8,1.12,barley.winter,1991,Yes,Yes,1936.0,12,18,168.6,479.035,-310.435,13.92857,Loam
41.8,1.12,barley.winter,1994,Yes,Yes,2424.0,12,18,110.5,489.907,-379.407,15.94286,Loam
41.8,1.12,barley.winter,1996,Yes,Yes,2693.0,12,18,351.6,482.491,-130.891,15.87143,Loam
41.8,1.12,barley.winter,1997,Yes,Yes,2475.0,12,18,342.2,481.439,-139.239,16.25714,Loam
41.8,1.12,barley.winter,1998,Yes,Yes,3740.0,12,18,201.1,482.803,-281.703,16.21429,Loam
41.8,1.12,barley.winter,1999,Yes,Yes,3046.0,12,18,240.7,484.196,-243.496,15.78571,Loam
41.8,1.12,barley.winter,2002,Yes,Yes,3089.0,12,18,215.3,475.366,-260.066,15.17143,Loam
41.8,1.12,barley.winter,2004,Yes,Yes,3559.0,12,18,303.2,480.802,-177.602,14.88571,Loam
41.68,1.2,barley.winter,1995,Yes,Yes,1401.0,12,18,64.9,518.498,-453.598,14.57143,Clay loam
41.68,1.2,barley.winter,1996,Yes,Yes,3784.0,12,18,318.1,529.182,-211.082,14.17143,Clay loam
41.68,1.2,barley.winter,1998,Yes,Yes,3296.0,12,18,223.5,528.828,-305.328,14.74286,Clay loam
41.68,1.2,barley.winter,1999,Yes,Yes,2463.0,12,18,289.5,527.833,-238.333,14.25714,Clay loam
41.68,1.2,barley.winter,2000,Yes,Yes,2481.0,12,18,158.4,536.065,-377.665,14.21429,Clay loam
41.68,1.2,barley.winter,2001,Yes,Yes,2692.0,12,18,247.7,542.54,-294.84,15.24286,Clay loam
41.82,1.28,barley.winter,1988,Yes,Yes,5645.0,12,18,426.5,477.839,-51.339,11.07143,Loam
41.82,1.28,barley.winter,1991,Yes,Yes,3279.0,12,18,309.7,484.054,-174.354,9.92857,Loam
41.82,1.28,barley.winter,1992,Yes,Yes,3834.0,12,18,462.2,472.595,-10.395,9.95714,Loam
41.82,1.28,barley.winter,1995,Yes,Yes,4635.0,12,18,150.8,485.357,-334.557,11.78571,Loam
41.82,1.28,barley.winter,1996,Yes,Yes,3391.0,12,18,454.5,497.658,-43.158,11.5,Loam
41.82,1.28,barley.winter,1999,Yes,Yes,4192.0,12,18,339.7,493.124,-153.424,11.6,Loam
41.82,1.28,barley.winter,2003,Yes,Yes,4492.0,12,18,339.4,493.707,-154.307,12.41429,Loam
41.8,1.12,wheat.winter,2003,Yes,Yes,2001.0,11,18,293.4,492.234,-198.834,15.9125,Loam
41.82,1.28,wheat.winter,1994,Yes,Yes,4459.0,11,18,235.0,519.431,-284.431,11.075,Loam
41.82,1.28,wheat.winter,1998,Yes,Yes,7250.0,11,18,330.2,507.367,-177.167,11.4625,Loam
41.82,1.28,wheat.winter,2000,Yes,Yes,3096.0,11,18,302.8,507.544,-204.744,10.5625,Loam
41.82,1.28,wheat.winter,2002,Yes,Yes,4898.0,11,18,424.8,491.98,-67.18,10.3125,Loam
41.82,1.28,wheat.winter,2004,Yes,Yes,2720.0,11,18,460.0,504.507,-44.507,10.625,Loam
46.4,6.23,wheat.winter,1982,Yes,Yes,4279.0,10,20,1254.9,481.009,773.891,8.10909,Loam
46.4,6.23,wheat.winter,1988,Yes,Yes,4561.0,10,20,1255.0,484.634,770.366,8.50909,Loam
46.4,6.23,wheat.winter,1990,Yes,Yes,4383.0,10,20,1120.6,510.718,609.882,8.79091,Loam
46.4,6.23,wheat.winter,1994,Yes,Yes,5230.0,10,20,1447.3,504.491,942.809,8.71818,Loam
46.4,6.23,wheat.winter,1996,Yes,Yes,5439.0,10,20,1061.4,497.18,564.22,7.86364,Loam
46.4,6.23,wheat.winter,1998,Yes,Yes,4710.0,10,20,1189.7,513.446,676.254,8.87273,Loam
46.4,6.23,wheat.winter,2000,Yes,Yes,4532.0,10,20,1162.7,519.583,643.117,8.62727,Loam
46.4,6.23,wheat.winter,2002,Yes,Yes,4799.0,10,20,1117.7,503.194,614.506,8.40909,Loam
46.4,6.23,wheat.winter,2004,Yes,Yes,5781.0,10,20,1222.9,524.093,698.807,8.12727,Loam
46.4,6.23,wheat.winter,2006,Yes,Yes,5721.0,10,20,1256.2,511.812,744.388,8.2,Loam
46.4,6.23,wheat.winter,2008,Yes,Yes,4576.0,10,20,1324.5,500.22,824.28,8.14545,Loam
46.4,6.23,wheat.winter,2010,Yes,Yes,4814.0,10,20,1199.6,497.367,702.233,8.03636,Loam
46.4,6.23,wheat.winter,2012,Yes,Yes,5007.0,10,20,1160.6,530.791,629.809,8.79091,Loam
46.4,6.23,wheat.winter,2014,Yes,Yes,3714.0,10,20,1402.8,500.95,901.85,8.96364,Loam
46.4,6.23,wheat.winter,2016,Yes,Yes,3089.0,10,20,1231.8,508.93,722.87,9.26364,Loam
46.4,6.23,wheat.winter,1982,Yes,Yes,4755.0,10,20,1254.9,481.009,773.891,8.10909,Loam
46.4,6.23,wheat.winter,1988,Yes,Yes,6509.0,10,20,1255.0,484.634,770.366,8.50909,Loam
46.4,6.23,wheat.winter,1990,Yes,Yes,5245.0,10,20,1120.6,510.718,609.882,8.79091,Loam
46.4,6.23,wheat.winter,1994,Yes,Yes,6063.0,10,20,1447.3,504.491,942.809,8.71818,Loam
46.4,6.23,wheat.winter,1996,Yes,Yes,6509.0,10,20,1061.4,497.18,564.22,7.86364,Loam
46.4,6.23,wheat.winter,1998,Yes,Yes,4963.0,10,20,1189.7,513.446,676.254,8.87273,Loam
46.4,6.23,wheat.winter,2000,Yes,Yes,4859.0,10,20,1162.7,519.583,643.117,8.62727,Loam
46.4,6.23,wheat.winter,2002,Yes,Yes,4561.0,10,20,1117.7,503.194,614.506,8.40909,Loam
46.4,6.23,wheat.winter,2004,Yes,Yes,6881.0,10,20,1222.9,524.093,698.807,8.12727,Loam
46.4,6.23,wheat.winter,2006,Yes,Yes,6569.0,10,20,1256.2,511.812,744.388,8.2,Loam
46.4,6.23,wheat.winter,2008,Yes,Yes,5409.0,10,20,1324.5,500.22,824.28,8.14545,Loam
46.4,6.23,wheat.winter,2010,Yes,Yes,6197.0,10,20,1199.6,497.367,702.233,8.03636,Loam
46.4,6.23,wheat.winter,2012,Yes,Yes,6242.0,10,20,1160.6,530.791,629.809,8.79091,Loam
46.4,6.23,wheat.winter,2014,Yes,Yes,4606.0,10,20,1402.8,500.95,901.85,8.96364,Loam
46.4,6.23,wheat.winter,2016,Yes,Yes,3089.0,10,20,1231.8,508.93,722.87,9.26364,Loam
49.7,-112.8,barley.spring,1983,Yes,Yes,1320.0,5,9,179.3,417.487,-238.187,14.4,Silt loam
49.7,-112.8,barley.spring,1984,Yes,Yes,138.0,5,9,219.0,418.066,-199.066,13.94,Silt loam
50.07,-112.11,barley.spring,1983,Yes,Yes,2863.0,5,9,172.9,410.89,-237.99,15.16,Silt loam
50.07,-112.11,barley.spring,1984,Yes,Yes,434.0,5,9,158.2,398.808,-240.608,15.04,Silt loam
39.8,-96.5,wheat.winter,2006,Mix,Mix,3450.0,10,19,541.6,680.703,-139.103,13.71,Loam
39.8,-96.5,wheat.winter,2006,Mix,Mix,3380.0,10,19,541.6,680.703,-139.103,13.71,Loam
39.3,-96.7,wheat.winter,2006,Mix,Mix,4220.0,10,19,640.6,701.89,-61.29,14.41,Loam
39.3,-96.7,wheat.winter,2006,Mix,Mix,4480.0,10,19,640.6,701.89,-61.29,14.41,Loam
38.92,-97.65,wheat.winter,2006,Mix,Mix,2730.0,10,19,642.8,710.794,-67.994,14.58,Loam
38.92,-97.65,wheat.winter,2005,Mix,Mix,4200.0,10,19,783.3,697.924,85.376,13.77,Loam
38.92,-97.65,wheat.winter,2006,Mix,Mix,3020.0,10,19,642.8,710.794,-67.994,14.58,Loam
38.92,-97.65,wheat.winter,2005,Mix,Mix,4800.0,10,19,783.3,697.924,85.376,13.77,Loam
38.92,-97.65,wheat.winter,2005,Mix,Mix,4000.0,10,19,783.3,697.924,85.376,13.77,Loam
38.92,-97.65,wheat.winter,2005,Mix,Mix,4400.0,10,19,783.3,697.924,85.376,13.77,Loam
48.15,1.15,wheat.winter,2003,Yes,Yes,4578.0,10,20,661.8,536.167,125.633,13.68182,Loam
48.15,1.15,wheat.winter,2004,Yes,Yes,7607.0,10,20,625.8,498.839,126.961,12.34545,Loam
48.15,1.15,wheat.winter,2005,Yes,Yes,8752.0,10,20,489.5,490.671,-1.171,12.5,Loam
36.32,-78.58,maize,1987,Yes,Yes,1590.0,4,9,562.7,612.8,-50.1,21.91667,Loam
36.34,-79.68,maize,1987,Yes,Yes,850.0,4,9,733.5,594.217,139.283,21.8,Loam
39.08,-76.65,maize,2000,Yes,Yes,9090.0,5,10,568.9,552.133,16.767,20.28333,Sandy clay loam
39.08,-76.65,maize,2001,Yes,Yes,7810.0,5,10,544.1,602.167,-58.067,20.15,Sandy clay loam
39.08,-76.65,maize,2002,Yes,Yes,3360.0,5,10,483.2,602.573,-119.373,21.5,Sandy clay loam
39.08,-76.65,maize,2003,Yes,Yes,5590.0,5,10,911.2,517.77,393.43,20.25,Sandy clay loam
39.08,-76.65,maize,2004,Yes,Yes,11700.0,5,10,652.3,545.786,106.514,21.15,Sandy clay loam
39.08,-76.65,maize,2005,Yes,Yes,10600.0,5,10,567.6,567.167,0.433,21.33333,Sandy clay loam
39.08,-76.65,soybean,2001,Yes,No,4240.0,6,11,446.6,510.595,-63.995,19.13333,Sandy clay loam
39.08,-76.65,soybean,2002,Yes,No,2050.0,6,11,526.1,495.654,30.446,19.91667,Sandy clay loam
39.08,-76.65,soybean,2003,Yes,No,3390.0,6,11,876.1,461.629,414.471,19.46667,Sandy clay loam
39.08,-76.65,soybean,2004,Yes,No,3630.0,6,11,687.6,444.965,242.635,19.2,Sandy clay loam
39.08,-76.65,soybean,2005,Yes,No,4160.0,6,11,488.1,488.327,-0.227,20.4,Sandy clay loam
39.08,-76.65,wheat.winter,2000,Yes,Yes,2970.0,10,19,1003.0,663.933,339.067,14.57,Sandy clay loam
39.08,-76.65,wheat.winter,2001,Yes,Yes,4790.0,10,19,889.6,708.461,181.139,13.1,Sandy clay loam
39.08,-76.65,wheat.winter,2002,Yes,Yes,5010.0,10,19,588.9,735.876,-146.976,15.74,Sandy clay loam
39.08,-76.65,wheat.winter,2005,Yes,Yes,5000.0,10,19,963.5,671.431,292.069,14.09,Sandy clay loam
37.0,35.35,maize,2007,Yes,Yes,11710.0,5,9,53.6,702.398,-648.798,25.9,Clay loam
37.0,35.35,soybean,2008,Yes,Yes,4320.0,4,8,40.9,717.116,-676.216,24.28,Clay loam
37.0,35.35,wheat.winter,2007,Yes,Yes,4500.0,10,19,600.7,902.37,-301.67,19.79,Clay loam
37.0,35.35,wheat.winter,2008,Yes,Yes,7210.0,10,19,411.3,915.919,-504.619,20.43,Clay loam
37.0,35.35,wheat.winter,2009,Yes,Yes,6840.0,10,19,611.7,893.423,-281.723,20.3,Clay loam
56.49,9.58,barley.spring,2004,Yes,Yes,5600.0,5,9,396.9,311.888,85.012,13.62,Sandy loam
14.17,121.23,rice,2011,Yes,Yes,3230.0,5,10,1763.2,835.053,928.147,27.75,Loam
14.17,121.23,rice,2011,Yes,Yes,3240.0,5,10,1763.2,835.053,928.147,27.75,Loam
14.17,121.23,rice,2011,Yes,Yes,3630.0,5,10,1763.2,835.053,928.147,27.75,Loam
14.17,121.23,rice,2012,Yes,Yes,5170.0,5,10,2218.3,791.67,1426.63,27.7,Loam
14.17,121.23,rice,2012,Yes,Yes,5070.0,5,10,2218.3,791.67,1426.63,27.7,Loam
14.17,121.23,rice,2012,Yes,Yes,5350.0,5,10,2218.3,791.67,1426.63,27.7,Loam
14.17,121.23,rice,2011,Yes,Yes,2870.0,5,10,1763.2,835.053,928.147,27.75,Loam
14.17,121.23,rice,2012,Yes,Yes,3890.0,5,10,2218.3,791.67,1426.63,27.7,Loam
43.87,-93.51,soybean,1993,No,No,1986.0,5,10,880.2,432.765,447.435,15.93333,Loam
43.87,-93.51,soybean,1993,No,No,1817.0,5,10,880.2,432.765,447.435,15.93333,Loam
43.87,-93.51,soybean,1993,No,No,1562.0,5,10,880.2,432.765,447.435,15.93333,Loam
43.87,-93.51,soybean,1995,No,No,1562.0,5,10,562.9,509.709,53.191,17.4,Loam
43.87,-93.51,soybean,1995,No,No,1676.0,5,10,562.9,509.709,53.191,17.4,Loam
43.87,-93.51,soybean,1995,No,No,1945.0,5,10,562.9,509.709,53.191,17.4,Loam
43.87,-93.51,soybean,2005,No,No,1762.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
43.87,-93.51,soybean,2005,No,No,2129.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
43.87,-93.51,soybean,2005,No,No,2270.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
43.87,-93.51,soybean,2005,No,No,2097.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
43.87,-93.51,soybean,2005,No,No,2066.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
43.87,-93.51,soybean,2005,No,No,2189.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
43.87,-93.51,soybean,2005,No,No,2493.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
43.87,-93.51,soybean,2005,No,No,2060.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
43.87,-93.51,soybean,2005,No,No,1732.0,5,10,619.1000023,532.1334628,86.967,18.28333314,Loam
44.09,-93.54,soybean,2001,No,No,2391.0,5,10,552.5,509.841,42.659,16.86667,Loam
44.09,-93.54,soybean,2003,No,No,1922.0,5,10,409.0,517.141,-108.141,17.35,Loam
44.09,-93.54,soybean,2002,No,No,1568.0,5,10,634.0,528.041,105.959,16.93333,Loam
44.09,-93.54,soybean,2004,No,No,1943.0,5,10,855.4,465.954,389.446,16.8,Loam
36.13,5.33,wheat.winter,2010,Yes,No,232.0,12,19,303.3,537.565,-234.265,14.1375,Loam
36.13,5.33,wheat.winter,2011,Yes,No,253.0,12,19,323.8,534.869,-211.069,13.6125,Loam
7.58,3.92,maize,2000,Yes,Yes,1774.0,3,7,664.9,480.453,184.447,27.84,Sandy clay loam
51.42,-1.12,barley.winter,1982,Yes,,6800.0,10,18,590.6999969,305.4281402,285.272,9.411111077,Loam
38.19,-84.87,maize,1996,Yes,Yes,7733.0,5,10,684.5,533.719,150.781,20.56667,Loam
38.19,-84.87,maize,1996,Yes,Yes,8102.0,5,10,684.5,533.719,150.781,20.56667,Loam
38.19,-84.87,maize,1996,Yes,Yes,8102.0,5,10,684.5,533.719,150.781,20.56667,Loam
38.19,-84.87,maize,1995,Yes,Yes,6728.0,5,10,758.2,542.156,216.044,21.0,Loam
38.19,-84.87,maize,1995,Yes,Yes,7283.0,5,10,758.2,542.156,216.044,21.0,Loam
43.15,-80.78,maize,1995,Yes,Yes,7407.0,5,10,484.3,571.474,-87.174,18.16667,Loam
44.45,26.52,maize,2012,Yes,Yes,4648.0,4,8,256.3,513.395,-257.095,21.14,Clay loam
44.45,26.52,maize,2013,Yes,Yes,12952.0,4,8,296.0,516.679,-220.679,20.2,Clay loam
44.45,26.52,maize,2014,Yes,Yes,9905.0,4,8,409.0,470.83,-61.83,18.86,Clay loam
44.45,26.52,maize,2015,Yes,Yes,8000.0,4,8,272.2,489.969,-217.769,20.14,Clay loam
44.45,26.52,maize,2016,Yes,Yes,6324.0,4,8,294.4,488.56,-194.16,20.02,Clay loam
44.45,26.52,maize,2017,Yes,Yes,11276.0,4,8,171.9,486.037,-314.137,19.38,Clay loam
44.45,26.52,maize,2012,Yes,Yes,5181.0,4,8,256.3,513.395,-257.095,21.14,Clay loam
44.45,26.52,maize,2013,Yes,Yes,14705.0,4,8,296.0,516.679,-220.679,20.2,Clay loam
44.45,26.52,maize,2014,Yes,Yes,11200.0,4,8,409.0,470.83,-61.83,18.86,Clay loam
44.45,26.52,maize,2015,Yes,Yes,10667.0,4,8,272.2,489.969,-217.769,20.14,Clay loam
44.45,26.52,maize,2016,Yes,Yes,7543.0,4,8,294.4,488.56,-194.16,20.02,Clay loam
44.45,26.52,maize,2017,Yes,Yes,12191.0,4,8,171.9,486.037,-314.137,19.38,Clay loam
44.45,26.52,wheat.winter,2012,Yes,Yes,4625.0,10,20,405.3,652.004,-246.704,12.64545,Clay loam
44.45,26.52,wheat.winter,2013,Yes,Yes,7250.0,10,20,594.7,654.637,-59.937,13.1,Clay loam
44.45,26.52,wheat.winter,2014,Yes,Yes,5438.0,10,20,688.1,615.517,72.583,12.90909,Clay loam
44.45,26.52,wheat.winter,2015,Yes,Yes,5813.0,10,20,721.7,624.841,96.859,13.33636,Clay loam
44.45,26.52,wheat.winter,2016,Yes,Yes,6125.0,10,20,564.8,627.275,-62.475,13.92727,Clay loam
44.45,26.52,wheat.winter,2017,Yes,Yes,5625.0,10,20,475.1,616.166,-141.066,12.4,Clay loam
44.45,26.52,wheat.winter,2012,Yes,Yes,4750.0,10,20,405.3,652.004,-246.704,12.64545,Clay loam
44.45,26.52,wheat.winter,2013,Yes,Yes,7938.0,10,20,594.7,654.637,-59.937,13.1,Clay loam
44.45,26.52,wheat.winter,2014,Yes,Yes,6000.0,10,20,688.1,615.517,72.583,12.90909,Clay loam
44.45,26.52,wheat.winter,2015,Yes,Yes,6188.0,10,20,721.7,624.841,96.859,13.33636,Clay loam
44.45,26.52,wheat.winter,2016,Yes,Yes,5938.0,10,20,564.8,627.275,-62.475,13.92727,Clay loam
44.45,26.52,wheat.winter,2017,Yes,Yes,6625.0,10,20,475.1,616.166,-141.066,12.4,Clay loam
-30.08,-51.65,maize,1990,Yes,Yes,7596.0,11,16,784.3,623.707,160.593,24.81667,Sandy clay loam
-30.08,-51.65,maize,1990,Yes,Yes,8089.0,11,16,784.3,623.707,160.593,24.81667,Sandy clay loam
-30.08,-51.65,maize,2000,Yes,Yes,8213.0,11,16,794.2,636.328,157.872,24.93333,Sandy clay loam
-30.08,-51.65,maize,2000,Yes,Yes,8598.0,11,16,794.2,636.328,157.872,24.93333,Sandy clay loam
-30.08,-51.65,maize,2007,Yes,Yes,8721.0,11,16,815.3,641.889,173.411,25.56667,Sandy clay loam
-30.08,-51.65,maize,2007,Yes,Yes,9014.0,11,16,815.3,641.889,173.411,25.56667,Sandy clay loam
-36.1,146.42,wheat.winter,1984,Yes,No,2080.0,5,11,476.0,267.235,208.765,11.58571,Sandy clay loam
-36.1,146.42,wheat.winter,1984,Yes,No,4010.0,5,11,476.0,267.235,208.765,11.58571,Sandy clay loam
42.75,-76.58,maize,1987,Yes,Yes,9120.0,5,11,554.4,507.682,46.718,16.08571,Loam
42.75,-76.58,maize,1987,Yes,Yes,10780.0,5,11,554.4,507.682,46.718,16.08571,Loam
42.75,-76.58,maize,1988,Yes,Yes,5790.0,5,11,483.9,534.888,-50.988,16.14286,Loam
42.75,-76.58,maize,1988,Yes,Yes,9050.0,5,11,483.9,534.888,-50.988,16.14286,Loam
40.92,-90.72,maize,2009,Yes,Yes,14400.0,5,10,789.9000092,473.6726913,316.227,18.88333337,Loam
40.92,-90.72,maize,2010,Yes,Yes,13500.0,5,10,953.8999901,542.4032001,411.497,21.21666654,Loam
